Book Page,Road Num,Customer,Make,Model ,Fleet,Date ,Position,Reason ,B4,After ,Rim Loss ,OSR,Cuts,Name 
119,9755,CP,GE,AC4400CW,CP6,3/24/17,5,FLAT SPOT,30,29,1,20,2,RH 
119,1050,CEFX,GE,AC4400CW,CPL-CIT2,3/26/17,1,HF/NF,31,27,4,18,5,BP
119,1050,CEFX,GE,AC4400CW,CPL-CIT2,3/26/17,2,HF/NF,33,28,5,19,5,BP
119,1050,CEFX,GE,AC4400CW,CPL-CIT2,3/26/17,3,HF  ,36,32,4,23,4,BP
119,1050,CEFX,GE,AC4400CW,CPL-CIT2,3/26/17,4,HF  ,36,33,3,24,3,BP
119,1050,CEFX,GE,AC4400CW,CPL-CIT2,3/26/17,5,HF  ,33,32,1,23,3,BP
119,1050,CEFX,GE,AC4400CW,CPL-CIT2,3/26/17,6,HF/NF,33,29,4,20,4,BP
119,5041,CP,OTHER,NA,NA,3/27/17,2,MM,50,47,3,37,3,TA
119,5041,CP,OTHER,NA,NA,3/27/17,5,SHELLS,44,42,2,32,2,TA
119,5041,CP,OTHER,NA,NA,3/27/17,6,MM,50,47,3,37,3,TA
119,8819,CP,GE,ES44ACTA,CP9,3/27/17,1,HF,25,24,1,14,2,DC
119,8819,CP,GE,ES44ACTA,CP9,3/27/17,2,HF,28,26,2,17,3,DC
119,8819,CP,GE,ES44ACTA,CP9,3/27/17,3,HF,26,25,1,15,3,DC
119,8819,CP,GE,ES44ACTA,CP9,3/28/17,4,HF,25,23,2,15,2,IB/CJ
119,8819,CP,GE,ES44ACTA,CP9,3/28/17,5,HF,27,26,1,17,2,IB/CJ
119,8819,CP,GE,ES44ACTA,CP9,3/28/17,6,HF,26,25,1,15,2,IB/CJ
119,8814,CP,GE,ES44ACTA,CP9,3/30/17,1,HF,25,22,3,13,3,IB/CJ
119,8814,CP,GE,ES44ACTA,CP9,3/30/17,2,HF,27,26,1,17,2,IB/CJ
119,8814,CP,GE,ES44ACTA,CP9,3/30/17,3,HF,28,26,2,17,2,IB/CJ
119,8814,CP,GE,ES44ACTA,CP9,3/30/17,4,HF,26,25,1,17,2,IB/CJ
119,8814,CP,GE,ES44ACTA,CP9,3/30/17,5,HF,27,26,1,17,2,IB/CJ
119,8814,CP,GE,ES44ACTA,CP9,3/30/17,6,HF,29,28,1,20,2,IB/CJ
119,9800,CP,GE,AC4400CW,CP7,3/31/17,6,SHELLS,33,30,3,21,3,TA
119,9800,CP,GE,AC4400CW,CP7,3/31/17,5,SHELLS,32,30,2,21,3,TA
119,9800,CP,GE,AC4400CW,CP7,3/31/17,4,SHELLS,27,26,1,17,2,TA
119,9800,CP,GE,AC4400CW,CP7,3/31/17,1,SHELLS,28,27,1,18,2,TA
119,9800,CP,GE,AC4400CW,CP7,3/31/17,3,SHELLS,30,28,2,19,2,TA
121,7707,CSX,GE,40CWEF,CSX3AT,4/1/17,3,WILD,19,17,2,7,3,TA
121,8746,CP,GE,ES44ACTA,CP8,4/1/17,1,HF,27,26,1,17,3,TA
121,8746,CP,GE,ES44ACTA,CP8,4/1/17,2,HF,29,28,1,19,3,TA
121,8746,CP,GE,ES44ACTA,CP8,4/1/17,3,HF,31,29,2,20,3,TA
121,8746,CP,GE,ES44ACTA,CP8,4/1/17,4,NF,30,22,8,13,5,TA
121,8746,CP,GE,ES44ACTA,CP8,4/1/17,5,HF,28,26,2,17,3,TA
121,8746,CP,GE,ES44ACTA,CP8,4/1/17,6,HF,30,26,4,17,3,TA
121,2296,CP,OTHER,NA,NA,4/2/17,1,NF SHELLS,37,34,3,24,3,TA
121,2296,CP,OTHER,NA,NA,4/2/17,2,NF SHELLS,43,40,3,30,3,TA
121,2296,CP,OTHER,NA,NA,4/2/17,3,SHELLS,48,45,3,35,3,TA
121,2296,CP,OTHER,NA,NA,4/2/17,4,NF SHELLS,50,47,3,37,3,TA
121,8917,CP,GE,ES44AC,CP11,4/2/17,1,HF,35,34,1,24,2,DC
121,8917,CP,GE,ES44AC,CP11,4/2/17,2,HF,35,34,1,24,2,DC
121,8917,CP,GE,ES44AC,CP11,4/2/17,3,HF,35,34,1,24,2,DC
121,8917,CP,GE,ES44AC,CP11,4/2/17,4,HF,35,34,1,24,2,DC
121,8917,CP,GE,ES44AC,CP11,4/2/17,5,HF,35,34,1,24,2,DC
121,8917,CP,GE,ES44AC,CP11,4/2/17,6,HF,35,34,1,24,2,DC
121,3083,CP,EMD,GP38,CPFF,4/3/17,4,SHELLS,50,47,3,37,2,TA
121,3083,CP,EMD,GP38,CPFF,4/3/17,3,SHELLS,47,46,1,36,2,TA
121,3083,CP,EMD,GP38,CPFF,4/3/17,2,SHELLS,48,45,3,35,3,TA
121,3083,CP,EMD,GP38,CPFF,4/3/17,1,SHELLS,50,45,5,39,2,TA
121,4002,CP,EMD,GP40-2,CPFF,4/3/17,4,SHELLS,19,17,2,7,2,TA
121,3018,CP,EMD,GP38,CPFF,4/4/17,2,SHELLS,30,26,4,16,4,IB/CJ
123,2283,CP,OTHER,NA,NA,4/4/17,1,HF,45,44,1,34,3,DC
123,2283,CP,OTHER,NA,NA,4/4/17,2,HF,45,44,1,34,3,DC
123,2283,CP,OTHER,NA,NA,4/4/17,3,HF,46,44,2,34,3,DC
123,2283,CP,OTHER,NA,NA,4/4/17,4,HF,46,44,2,34,3,DC
123,8234,CP,EMD,GP9,CPFF,4/6/17,1,SHELLS,22,18,4,8,4,CJ/HB
123,2201,CP,EMD,GP20CECO,CPFF,4/6/17,4,SHELLS,44,43,1,34,2,RH 
123,2201,CP,EMD,GP20CECO,CPFF,4/6/17,3,HF,44,42,2,33,2,RH 
123,2201,CP,EMD,GP20CECO,CPFF,4/6/17,2,TF,28,26,2,16,2,RH 
123,2201,CP,EMD,GP20CECO,CPFF,4/6/17,1,HF,45,44,1,34,2,RH 
123,8821,CP,GE,ES44ACTA,CP9,4/7/17,3,HF/TF,32,28,4,20,4,HB
123,8821,CP,GE,ES44ACTA,CP9,4/7/17,2,MM,36,33,3,25,3,HB
123,8821,CP,GE,ES44ACTA,CP9,4/7/17,1,MM,36,33,3,25,3,HB
123,8509,CP,GE,AC4400CW,CP3,4/7/17,5,HF,33,33,0,24,4,BP
123,8509,CP,GE,AC4400CW,CP3,4/7/17,6,HF,33,33,0,24,3,BP
123,8863,CP,GE,ES44ACTA,CP10,4/9/17,6,HF,21,21,0,12,2,TA
123,8863,CP,GE,ES44ACTA,CP10,4/9/17,5,HF,21,21,0,12,2,TA
123,8863,CP,GE,ES44ACTA,CP10,4/9/17,4,HF,20,19,1,10,3,TA
123,8863,CP,GE,ES44ACTA,CP10,4/9/17,1,HF,24,23,1,14,3,TA
123,8917,CP,GE,ES44AC,CP11,4/9/17,4,FRA FLATS,34,32,2,23,2,BP
123,8917,CP,GE,ES44AC,CP11,4/9/17,5,FRA FLATS,34,32,2,23,2,BP
123,8917,CP,GE,ES44AC,CP11,4/9/17,6,FRA FLATS,34,32,2,23,2,BP
123,8248,CPFF,EMD,GP9,CPFF,4/9/17,3,NF,36,32,4,22,4,BP
125,9709,CP,GE,AC4400CW,CP5,4/10/17,1,NF,41,37,4,28,4,BP
125,8547,CP,GE,AC4400CW,CP3,4/10/17,3,NF,26,24,2,15,3,BP
125,8547,CP,GE,AC4400CW,CP3,4/10/17,4,NF,26,23,3,14,3,BP
125,9625,CP,GE,AC4400CW,CP2,4/12/17,6,NF,34,28,6,19,5,DC
125,9625,CP,GE,AC4400CW,CP2,4/12/17,5,HF,28,27,1,19,3,DC
125,9625,CP,GE,AC4400CW,CP2,4/12/17,4,HF,31,28,3,20,3,DC
125,9625,CP,GE,AC4400CW,CP2,4/12/17,3,NF,32,25,7,12,6,DC
125,9625,CP,GE,AC4400CW,CP2,4/13/17,2,MM,34,28,6,20,6,HB
125,9625,CP,GE,AC4400CW,CP2,4/13/17,1,NF,34,28,6,20,6,DC
125,8226,UP,EMD,SD9043AC,UP-EMD,4/13/17,2,NF/HF,27,20,7,11,7,HB
125,8226,UP,EMD,SD9043AC,UP-EMD,4/13/17,1,MM,30,25,5,16,6,HB
125,8226,UP,EMD,SD9043AC,UP-EMD,4/13/17,3,MM,30,25,5,16,6,HB
125,8226,UP,EMD,SD9043AC,UP-EMD,4/13/17,4,MM,36,30,6,21,6,HB
125,8226,UP,EMD,SD9043AC,UP-EMD,4/13/17,5,MM,37,30,7,21,6,RH 
125,8226,UP,EMD,SD9043AC,UP-EMD,4/13/17,6,MM,37,30,7,21,6,RH 
125,8779,CP,GE,ES44ACTA,CP9,4/13/17,1,HF/NF,24,23,1,14,2,RH 
125,8779,CP,GE,ES44ACTA,CP9,4/13/17,2,NF,26,23,3,14,2,RH 
125,8779,CP,GE,ES44ACTA,CP9,4/13/17,3,HF,30,27,3,18,3,RH 
125,8779,CP,GE,ES44ACTA,CP9,4/13/17,4,MM,31,29,2,20,2,RH 
125,8779,CP,GE,ES44ACTA,CP9,4/13/17,5,MM,30,29,1,20,2,RH 
125,8779,CP,GE,ES44ACTA,CP9,4/13/17,6,MM,33,29,4,20,3,RH 
125,9687,NS,GE,9-40CW,NS14,4/14/17,1,HF/NF,56,51,5,42,5,HB/RR
125,9861,NS,GE,9-40CW,NS14,4/14/17,5,SHELLS,34,30,4,22,3,HB/RR
125,9861,NS,GE,9-40CW,NS14,4/14/17,4,SHELLS,30,28,2,19,2,HB/RR
125,9861,NS,GE,9-40CW,NS14,4/14/17,2,SHELLS,32,28,4,19,4,HB/RR
127,8739,CP,GE,ES44ACTA,CP8,4/15/17,6,NF,32,27,5,19,5,DC
127,8739,CP,GE,ES44ACTA,CP8,4/15/17,5,NF,35,27,8,19,7,DC
127,8739,CP,GE,ES44ACTA,CP8,4/15/17,4,NF,32,27,5,19,5,DC
127,8739,CP,GE,ES44ACTA,CP8,4/15/17,3,NF,30,25,5,17,5,DC
127,9766,CP,GE,AC4400CW,CP6,4/17/17,4,FLATS/SHELLS,32,31,1,22,3,BP
127,9766,CP,GE,AC4400CW,CP6,4/17/17,3,FLATS/SHELLS,31,30,1,21,2,BP
127,9766,CP,GE,AC4400CW,CP6,4/17/17,2,FLATS/SHELLS,31,30,1,21,2,BP
127,6243,CPFF,EMD,SD60,CPFF,4/17/17,5,FLATS/SHELLS/NF,26,23,3,12,4,BP
127,6243,CPFF,EMD,SD60,CPFF,4/17/17,3,NF,28,24,4,14,4,DC
127,6243,CPFF,EMD,SD60,CPFF,4/17/17,2,NF,28,25,3,15,3,DC
127,6053,CPFF,EMD,SD40-2,CPFF,4/17/17,1,SHELLS,40,37,3,27,2,DC
127,6053,CPFF,EMD,SD40-2,CPFF,4/17/17,2,SHELLS,28,26,2,16,2,DC
127,6053,CPFF,EMD,SD40-2,CPFF,4/17/17,3,SHELLS,40,37,3,27,2,DC
127,6053,CPFF,EMD,SD40-2,CPFF,4/17/17,4,SHELLS,40,37,3,27,2,DC
127,6053,CPFF,EMD,SD40-2,CPFF,4/17/17,5,SHELLS,40,37,3,27,2,DC
127,6053,CPFF,EMD,SD40-2,CPFF,4/18/17,6,SHELLS,43,37,6,27,3,HB/RR
127,9677,CP,GE,AC4400CW,CP2,4/18/17,1,HF/TF,33,31,2,23,2,HB/RR
127,9677,CP,GE,AC4400CW,CP2,4/18/17,2,HF,33,32,1,24,2,HB/RR
127,9677,CP,GE,AC4400CW,CP2,4/18/17,3,HF/TF,36,32,4,24,4,HB/RR
127,9677,CP,GE,AC4400CW,CP2,4/18/17,4,HF,38,33,5,25,4,HB/RR
127,9677,CP,GE,AC4400CW,CP2,4/18/17,5,HF,33,32,1,24,3,BP
127,9677,CP,GE,AC4400CW,CP2,4/18/17,6,HF,40,34,6,25,7,BP
129,4613,CPFF,EMD,GP40,CPFF,4/19/17,3,SKIDS/SHELLS,46,44,2,34,2,RH 
129,8519,CP,GE,AC4400CW,CP3,4/19/17,2,HF/MM,30,26,4,17,3,RH 
129,8519,CP,GE,AC4400CW,CP3,4/19/17,3,NF,25,22,3,13,3,RH 
129,8519,CP,GE,AC4400CW,CP3,4/19/17,5,HF,25,24,1,15,2,RH 
129,8701,CP,GE,ES44ACTA,CP8,4/19/17,3,SHELLS,39,38,1,31,2,DC
129,6250,CPFF,EMD,SD60,CPFF,4/20/17,4,FRA/SHELLS,31,29,2,31,2,RH 
129,8899,CP,GE,ES44ACTA,CP10,4/20/17,2,HF,31,30,1,20,2,RH 
129,8899,CP,GE,ES44ACTA,CP10,4/20/17,4,HF,25,25,0,15,3,RH 
129,5241,BNSF,GE,SFI,NA,4/22/17,5,FRA/SHELLS,54,52,2,43,2,TA
129,3057,CPFF,EMD,GP38,CPFF,4/25/17,4,SHELLS,28,26,2,16,2,HB/RR
129,3057,CPFF,EMD,GP38,CPFF,4/25/17,3,SHELLS,24,22,2,12,2,HB/RR
129,8755,CP,GE,ES44AC,CP8,4/25/17,1,HF,38,37,1,28,3,DC
129,8755,CP,GE,ES44AC,CP8,4/25/17,2,HF,38,37,1,28,3,DC
129,8755,CP,GE,ES44AC,CP8,4/25/17,3,HF,38,37,1,28,3,DC
129,8755,CP,GE,ES44AC,CP8,4/25/17,4,HF,38,37,1,28,3,DC
129,8755,CP,GE,ES44AC,CP8,4/25/17,5,HF,38,37,1,29,3,DC
129,8755,CP,GE,ES44AC,CP8,4/25/17,6,HF,38,37,1,28,3,DC
129,8873,CP,GE,ES44ACTA,CP10,4/25/17,5,SHELLS,35,,,,2,HB
131,8935,CP,GE,ES44AC,CP11,4/27/17,1,NF/HF,38,36,2,27,3,RH 
131,8935,CP,GE,ES44AC,CP11,4/27/17,2,HF,38,37,1,28,2,RH 
131,8935,CP,GE,ES44AC,CP11,4/27/17,3,HF,38,37,1,28,2,RH 
131,8935,CP,GE,ES44AC,CP11,4/27/17,4,HF,38,37,1,28,2,RH 
131,8935,CP,GE,ES44AC,CP11,4/27/17,5,HF,38,37,1,28,2,RH 
131,8935,CP,GE,ES44AC,CP11,4/27/17,6,HF,39,38,1,29,2,RH 
131,8730,CP,GE,ES44ACTA,CP8,4/28/17,6,HF,36,34,2,25,2,TA
131,8730,CP,GE,ES44ACTA,CP8,4/28/17,5,HF,34,34,0,25,2,TA
131,8730,CP,GE,ES44ACTA,CP8,4/28/17,4,HF,35,34,1,25,2,TA
131,8730,CP,GE,ES44ACTA,CP8,4/28/17,3,HF,35,31,4,22,3,TA
131,8730,CP,GE,ES44ACTA,CP8,4/28/17,2,HF,33,31,2,22,3,TA
131,8730,CP,GE,ES44ACTA,CP8,4/28/17,1,HF,33,30,3,21,3,TA
131,7646,NS,GE,ES40DC,NS20,4/29/17,4,FLATS,41,38,3,28,3,TA
131,7646,NS,GE,ES40DC,NS20,4/29/17,5,MM,46,42,4,32,3,TA
131,7646,NS,GE,ES40DC,NS20,4/29/17,6,SHELLS,43,41,2,31,2,TA
131,6063,CPFF,EMD,SD40-2,CPFF,4/29/17,6,FRA SHELLS,45,43,2,33,2,RH 
131,6063,CPFF,EMD,SD40-2,CPFF,4/29/17,5,SHELLS,42,40,2,30,2,RH 
131,6063,CPFF,EMD,SD40-2,CPFF,4/29/17,4,SHELLS,45,43,2,33,2,RH 
131,6063,CPFF,EMD,SD40-2,CPFF,4/29/17,3,SHELLS,44,42,2,32,2,RH 
131,6063,CPFF,EMD,SD40-2,CPFF,4/29/17,2,FRA SHELLS,45,43,2,32,2,RH 
131,6063,CPFF,EMD,SD40-2,CPFF,4/29/17,1,SHELLS,44,43,1,32,2,RH 
131,5049,NA,OTHER,NA,NA,4/30/17,1,SHELLS,48,47,1,37,3,BP
131,8870,CP,GE,ES44ACTA,CP10,5/1/17,1,HF,20,20,0,10,3,BP
131,8870,CP,GE,ES44ACTA,CP10,5/1/17,2,HF,27,24,3,14,4,BP
131,8870,CP,GE,ES44ACTA,CP10,5/1/17,3,HF,27,24,3,14,4,BP
131,8870,CP,GE,ES44ACTA,CP10,5/1/17,4,HF,23,23,0,14,3,BP
131,8870,CP,GE,ES44ACTA,CP10,5/1/17,5,HF/NF,23,21,2,12,4,BP
131,8870,CP,GE,ES44ACTA,CP10,5/1/17,6,HF,24,24,0,15,3,BP
133,9628,CP,GE,AC4400CW,CP2,5/2/17,6,FS,40,38,2,30,2,HB/RR
133,9628,CP,GE,AC4400CW,CP2,5/2/17,1,FS,40,38,2,30,2,HB/RR
133,9366,CP,GE,ES44ACCR,CP12,5/2/17,4,HF,20,20,0,11,2,DC
133,9366,CP,GE,ES44ACCR,CP12,5/2/17,3,HF,20,20,0,11,2,DC
133,9366,CP,GE,ES44ACCR,CP12,5/2/17,2,HF,20,20,0,11,2,DC
133,9366,CP,GE,ES44ACCR,CP12,5/2/17,1,HF,20,20,0,11,2,DC
133,8540,CP,GE,AC4400CW,CP3,5/2/17,1,HF,38,36,2,27,2,DC
133,8540,CP,GE,AC4400CW,CP3,5/2/17,2,HF,38,36,2,27,3,DC
133,8540,CP,GE,AC4400CW,CP3,5/2/17,3,HF,38,37,1,28,2,DC
133,8540,CP,GE,AC4400CW,CP3,5/2/17,4,HF,38,37,1,27,2,DC
133,8540,CP,GE,AC4400CW,CP3,5/2/17,5,HF,36,36,0,27,2,DC
133,8540,CP,GE,AC4400CW,CP3,5/2/17,6,HF,38,37,1,28,2,DC
133,2312,CP,OTHER,NA,NA,5/4/17,2,FRA SHELLS,37,35,2,25,2,RH 
133,8845,CP,GE,ES44ACTA,CP9,5/3/17,6,HF,28,26,2,17,2,DC
133,8845,CP,GE,ES44ACTA,CP9,5/3/17,5,HF,30,28,2,20,2,DC
133,8845,CP,GE,ES44ACTA,CP9,5/3/17,4,HF,31,28,3,20,3,DC
133,8845,CP,GE,ES44ACTA,CP9,5/3/17,3,HF,29,27,2,18,2,DC
133,8845,CP,GE,ES44ACTA,CP9,5/3/17,2,HF,29,28,1,19,2,DC
133,8845,CP,GE,ES44ACTA,CP9,5/3/17,1,HF,31,29,2,20,3,DC
135,5039,CP,OTHER,NA,NA,5/4/17,6,SHELLS,44,42,2,32,2,RH 
135,5039,CP,OTHER,NA,NA,5/4/17,5,SHELLS,45,44,1,34,2,RH 
135,5039,CP,OTHER,NA,NA,5/4/17,4,SHELLS,47,46,1,36,2,RH 
135,5039,CP,OTHER,NA,NA,5/4/17,3,SHELLS,49,48,1,38,2,RH 
135,5039,CP,OTHER,NA,NA,5/4/17,2,SHELLS,49,48,1,38,2,RH 
135,5039,CP,OTHER,NA,NA,5/4/17,1,SHELLS,49,48,1,38,2,RH 
135,5046,CP,OTHER,NA,NA,5/6/17,1,SHELLS,48,46,2,36,2,DC
135,8905,CP,GE,ES44AC,CP11,5/9/17,6,HF,39,38,1,30,2,HB/RR
135,8905,CP,GE,ES44AC,CP11,5/9/17,5,HF,39,38,1,30,2,HB/RR
135,8905,CP,GE,ES44AC,CP11,5/9/17,4,HF,39,38,1,30,2,HB/RR
135,8905,CP,GE,ES44AC,CP11,5/9/17,3,HF,39,38,1,30,2,HB/RR
135,8905,CP,GE,ES44AC,CP11,5/9/17,2,HF,39,38,1,30,2,HB/RR
135,8905,CP,GE,ES44AC,CP11,5/9/17,1,HF,39,38,1,30,2,HB/RR
135,9838,CP,GE,AC4400CW,CP7,5/10/17,1,FS,21,20,1,11,2,HB/RR
135,9838,CP,GE,AC4400CW,CP7,5/10/17,2,FS,21,20,1,11,2,HB/RR
135,9838,CP,GE,AC4400CW,CP7,5/10/17,3,FS,23,22,1,13,2,HB/RR
135,9838,CP,GE,AC4400CW,CP7,5/10/17,4,FS,21,20,1,11,2,HB/RR
135,9838,CP,GE,AC4400CW,CP7,5/10/17,5,FS,23,22,1,13,2,HB/RR
135,9838,CP,GE,AC4400CW,CP7,5/10/17,6,FS,23,22,1,13,2,HB/RR
135,8501,CP,GE,AC4400CW,CP3,5/10/17,6,HF/TF,27,21,6,12,7,HB/RR
135,8501,CP,GE,AC4400CW,CP3,5/10/17,5,HF/TF,23,,,,,
135,8501,CP,GE,AC4400CW,CP3,5/10/17,4,,,,,,,
135,8501,CP,GE,AC4400CW,CP3,5/10/17,3,,,,,,,
135,8501,CP,GE,AC4400CW,CP3,5/10/17,2,,,,,,,
135,8501,CP,GE,AC4400CW,CP3,5/10/17,1,,,,,,,
135,8617,CP,GE,AC4400CW,CP4,5/10/17,2,SHELLS,21,20,1,10,3,DC
135,8617,CP,GE,AC4400CW,CP4,5/10/17,3,SHELLS,23,22,1,13,2,DC
135,8617,CP,GE,AC4400CW,CP4,5/10/17,4,SHELLS,21,21,0,11,3,DC
137,8852,CP,GE,ES44ACTA,CP9,5/11/17,6,HF,24,22,2,13,2,HB
137,8852,CP,GE,ES44ACTA,CP9,5/11/17,5,HF/MM,28,25,3,17,3,HB
137,8852,CP,GE,ES44ACTA,CP9,5/11/17,4,HF/MM,29,25,4,17,3,HB
137,8852,CP,GE,ES44ACTA,CP9,5/11/17,3,HF,27,25,2,17,2,HB
137,8852,CP,GE,ES44ACTA,CP9,5/11/17,2,HF,32,26,6,17,6,HB/RR
137,8852,CP,GE,ES44ACTA,CP9,5/11/17,1,HF,30,26,4,17,4,HB/RR
137,9756,CP,GE,AC4400CW,CP6,5/12/17,2,HF,38,36,2,28,2,HB
137,9756,CP,GE,AC4400CW,CP6,5/12/17,3,HF,38,36,2,28,2,HB
137,9756,CP,GE,AC4400CW,CP6,5/12/17,6,HF,38,36,2,28,2,HB
137,9734,CP,GE,AC4400CW,CP5,5/12/17,2,HF,39,38,1,29,2,HB
137,9734,CP,GE,AC4400CW,CP5,5/12/17,3,HF,39,38,1,29,2,HB
137,9734,CP,GE,AC4400CW,CP5,5/12/17,5,HF,39,38,1,29,2,HB
137,9734,CP,GE,AC4400CW,CP5,5/12/17,6,HF,39,38,1,29,2,HB
137,2216,CP,OTHER,NA,NA,5/14/17,1,HF,47,45,2,35,2,RH 
137,2216,CP,OTHER,NA,NA,5/14/17,2,HF,47,46,1,36,2,RH 
137,2216,CP,OTHER,NA,NA,5/14/17,3,HF,49,48,1,38,2,RH 
137,2216,CP,OTHER,NA,NA,5/14/17,4,HF,40,39,1,29,2,RH 
137,3025,CP,EMD,GP38,CPFF,5/14/17,1,NF SHELLS,37,34,3,24,3,DC
137,3025,CP,EMD,GP38,CPFF,5/14/17,2,SHELLS,32,30,2,20,2,DC
137,3025,CP,EMD,GP38,CPFF,5/14/17,3,SHELLS,31,29,2,19,2,DC
137,3025,CP,EMD,GP38,CPFF,5/14/17,4,SHELLS,34,32,2,22,2,DC
137,8501,CP,GE,AC4400CW,CP3,5/15/17,5,NF/HF,23,16,7,6,4,HB/GW
137,8501,CP,GE,AC4400CW,CP3,5/15/17,4,HF/MM,28,25,3,16,2,HB/GW
137,8501,CP,GE,AC4400CW,CP3,5/15/17,3,HF/MM,29,25,4,17,4,HB/GW
137,8501,CP,GE,AC4400CW,CP3,5/15/17,2,MM,28,26,2,17,3,TA
137,8501,CP,GE,AC4400CW,CP3,5/15/17,1,HF/NF,28,23,5,14,4,TA
139,5020,CP,OTHER,NA,NA,5/15/17,6,SHELLS,45,44,1,34,2,DC
139,5020,CP,OTHER,NA,NA,5/15/17,5,SHELLS,46,45,1,35,2,DC
