uID,RN,Amount Removed (1/16),Reason,Axle Position,Side,WT Start Rim,ES Start Rim,Start Difference,WT Removed,Flange Condition Bool,CDSS,CDFIM,CDSWC
StPaulMN 2016-09-04 20:45:00 R,8838,3.1544440944881877,Vertical Flange,1,R,0.8750000000000001,0.938,-0.06299999999999983,3.40748,TRUE,1125.68298,1019.47101,1002.83496
StPaulMN 2016-09-04 20:45:00 R,8838,3.1544440944881877,Vertical Flange,1,R,0.8750000000000001,0.938,-0.06299999999999983,3.40748,TRUE,1125.68298,1019.47101,1002.83496
StPaulMN 2016-09-04 20:45:00 R,8838,3.1544440944881877,Vertical Flange,1,R,0.8750000000000001,0.938,-0.06299999999999983,3.40748,TRUE,1125.68298,1019.47101,1002.83496
TorontoON 2017-08-21 06:32:00 L,1045,-1.031974803149609,High Flange,1,L,1.1875000000000002,1.063,0.12450000000000028,1.52404,TRUE,1169.94458,1043.72876,1022.47687
TorontoON 2017-08-21 06:32:00 R,1045,-1.031974803149609,High Flange,1,R,1.25,1.063,0.18700000000000006,3.11154,TRUE,1169.94458,1043.72876,1022.47687
TorontoON 2017-08-30 12:29:00 L,8513,-0.5103811023622065,High Flange,2,L,1.8125000000000002,1.813,-0.0004999999999997229,-0.82293,TRUE,1199.01245,1074.15271,1058.92078
TorontoON 2017-08-30 12:29:00 R,8513,1.4896188976377935,High Flange,2,R,1.9375,1.938,-0.0004999999999999449,2.35207,TRUE,1199.01245,1074.15271,1058.92078
TorontoON 2017-09-01 04:26:00 L,8898,0.897322834645669,High Flange,3,L,0.8750000000000001,0.875,1.1102230246251565e-16,1.4245,TRUE,1138.74854,1021.56482,1006.80096
TorontoON 2017-09-01 04:26:00 L,8898,0.897322834645669,High Flange,3,L,0.8750000000000001,0.875,1.1102230246251565e-16,1.4245,TRUE,1138.74854,1021.56482,1006.80096
TorontoON 2017-09-01 04:26:00 R,8898,-0.0946771653543319,High Flange,3,R,0.8125,0.813,-0.0004999999999999449,-0.163,TRUE,1138.74854,1021.56482,1006.80096
TorontoON 2017-09-01 04:26:00 R,8898,-0.0946771653543319,High Flange,3,R,0.8125,0.813,-0.0004999999999999449,-0.163,TRUE,1138.74854,1021.56482,1006.80096
TorontoON 2017-09-03 09:18:00 L,1058,3.609940157480313,High Flange,4,L,1.4375000000000002,1.438,-0.0004999999999997229,5.71808,TRUE,1151.14453,1081.62476,1026.78882
TorontoON 2017-09-03 09:18:00 L,1058,3.609940157480313,High Flange,4,L,1.4375000000000002,1.438,-0.0004999999999997229,5.71808,TRUE,1151.14453,1081.62476,1026.78882
TorontoON 2017-09-03 09:18:00 R,1058,4.601940157480314,High Flange,4,R,1.5000000000000002,1.5,2.220446049250313e-16,7.30558,TRUE,1151.14453,1081.62476,1026.78882
TorontoON 2017-09-03 09:18:00 R,1058,4.601940157480314,High Flange,4,R,1.5000000000000002,1.5,2.220446049250313e-16,7.30558,TRUE,1151.14453,1081.62476,1026.78882
TorontoON 2017-09-04 23:41:00 L,8862,-0.6075086614173237,High Flange,1,L,1.9375,1.75,0.1875,3.79808,TRUE,1174.34448,1073.57666,1056.02881
TorontoON 2017-09-04 23:41:00 L,8862,-0.6075086614173237,High Flange,1,L,1.9375,1.75,0.1875,3.79808,TRUE,1174.34448,1073.57666,1056.02881
TorontoON 2017-09-04 23:41:00 L,8862,-0.6075086614173237,High Flange,1,L,1.9375,1.75,0.1875,3.79808,TRUE,1174.34448,1073.57666,1056.02881
TorontoON 2017-09-04 23:41:00 R,8862,1.3924913385826763,High Flange,1,R,1.875,1.875,0.0,2.21058,TRUE,1174.34448,1073.57666,1056.02881
TorontoON 2017-09-04 23:41:00 R,8862,1.3924913385826763,High Flange,1,R,1.875,1.875,0.0,2.21058,TRUE,1174.34448,1073.57666,1056.02881
TorontoON 2017-09-04 23:41:00 R,8862,1.3924913385826763,High Flange,1,R,1.875,1.875,0.0,2.21058,TRUE,1174.34448,1073.57666,1056.02881
TorontoON 2017-09-09 21:22:00 L,8522,1.3605543307086592,None,2,L,1.0,1.0,0.0,2.15988,FALSE,1136.63989,1027.12402,1011.68018
TorontoON 2017-09-09 21:22:00 L,8522,1.3605543307086592,None,2,L,1.0,1.0,0.0,2.15988,FALSE,1136.63989,1027.12402,1011.68018
TorontoON 2017-09-09 21:22:00 L,8522,1.3605543307086592,None,2,L,1.0,1.0,0.0,2.15988,FALSE,1136.63989,1027.12402,1011.68018
TorontoON 2017-09-09 21:22:00 L,8522,1.3605543307086592,None,2,L,1.0,1.0,0.0,2.15988,FALSE,1136.63989,1027.12402,1011.68018
TorontoON 2017-09-09 21:22:00 R,8522,1.3605543307086592,None,2,R,1.0,1.0,0.0,2.15988,FALSE,1136.63989,1027.12402,1011.68018
TorontoON 2017-09-09 21:22:00 R,8522,1.3605543307086592,None,2,R,1.0,1.0,0.0,2.15988,FALSE,1136.63989,1027.12402,1011.68018
TorontoON 2017-09-09 21:22:00 R,8522,1.3605543307086592,None,2,R,1.0,1.0,0.0,2.15988,FALSE,1136.63989,1027.12402,1011.68018
TorontoON 2017-09-09 21:22:00 R,8522,1.3605543307086592,None,2,R,1.0,1.0,0.0,2.15988,FALSE,1136.63989,1027.12402,1011.68018
TorontoON 2017-09-16 17:26:00 L,9808,-0.6538645669291352,High Flange,1,L,1.1875000000000002,0.875,0.3125000000000002,6.89949,TRUE,1165.90454,1039.84485,1011.72595
TorontoON 2017-09-16 17:26:00 L,9808,-0.6538645669291352,High Flange,1,L,1.1875000000000002,0.875,0.3125000000000002,6.89949,TRUE,1165.90454,1039.84485,1011.72595
TorontoON 2017-09-16 17:26:00 L,9808,-0.6538645669291352,High Flange,1,L,1.1875000000000002,0.875,0.3125000000000002,6.89949,TRUE,1165.90454,1039.84485,1011.72595
TorontoON 2017-09-16 17:26:00 L,9808,-0.6538645669291352,High Flange,1,L,1.1875000000000002,0.875,0.3125000000000002,6.89949,TRUE,1165.90454,1039.84485,1011.72595
TorontoON 2017-09-16 17:26:00 L,9808,-0.6538645669291352,High Flange,1,L,1.1875000000000002,0.875,0.3125000000000002,6.89949,TRUE,1165.90454,1039.84485,1011.72595
TorontoON 2017-09-16 17:26:00 L,9808,-0.6538645669291352,High Flange,1,L,1.1875000000000002,0.875,0.3125000000000002,6.89949,TRUE,1165.90454,1039.84485,1011.72595
TorontoON 2017-09-16 17:26:00 R,9808,-0.6538645669291352,High Flange,1,R,1.1875000000000002,0.875,0.3125000000000002,6.89949,TRUE,1165.90454,1039.84485,1011.72595
TorontoON 2017-09-16 17:26:00 R,9808,-0.6538645669291352,High Flange,1,R,1.1875000000000002,0.875,0.3125000000000002,6.89949,TRUE,1165.90454,1039.84485,1011.72595
TorontoON 2017-09-16 17:26:00 R,9808,-0.6538645669291352,High Flange,1,R,1.1875000000000002,0.875,0.3125000000000002,6.89949,TRUE,1165.90454,1039.84485,1011.72595
TorontoON 2017-09-16 17:26:00 R,9808,-0.6538645669291352,High Flange,1,R,1.1875000000000002,0.875,0.3125000000000002,6.89949,TRUE,1165.90454,1039.84485,1011.72595
TorontoON 2017-09-16 17:26:00 R,9808,-0.6538645669291352,High Flange,1,R,1.1875000000000002,0.875,0.3125000000000002,6.89949,TRUE,1165.90454,1039.84485,1011.72595
TorontoON 2017-09-16 17:26:00 R,9808,-0.6538645669291352,High Flange,1,R,1.1875000000000002,0.875,0.3125000000000002,6.89949,TRUE,1165.90454,1039.84485,1011.72595
TorontoON 2017-09-20 20:35:00 L,8565,3.9383496062992087,High Flange,1,L,1.5625,1.563,-0.0004999999999999449,6.23943,TRUE,1204.32568,1057.51807,1032.09607
TorontoON 2017-09-20 20:35:00 L,8565,3.9383496062992087,High Flange,1,L,1.5625,1.563,-0.0004999999999999449,6.23943,TRUE,1204.32568,1057.51807,1032.09607
TorontoON 2017-09-20 20:35:00 L,8565,3.9383496062992087,High Flange,1,L,1.5625,1.563,-0.0004999999999999449,6.23943,TRUE,1204.32568,1057.51807,1032.09607
TorontoON 2017-09-20 20:35:00 L,8565,3.9383496062992087,High Flange,1,L,1.5625,1.563,-0.0004999999999999449,6.23943,TRUE,1204.32568,1057.51807,1032.09607
TorontoON 2017-09-20 20:35:00 R,8565,1.9383496062992087,Thin Flange,1,R,1.4375000000000002,1.438,-0.0004999999999997229,3.06443,TRUE,1204.32568,1057.51807,1032.09607
TorontoON 2017-09-20 20:35:00 R,8565,1.9383496062992087,Thin Flange,1,R,1.4375000000000002,1.438,-0.0004999999999997229,3.06443,TRUE,1204.32568,1057.51807,1032.09607
TorontoON 2017-09-20 20:35:00 R,8565,1.9383496062992087,Thin Flange,1,R,1.4375000000000002,1.438,-0.0004999999999997229,3.06443,TRUE,1204.32568,1057.51807,1032.09607
TorontoON 2017-09-20 20:35:00 R,8565,1.9383496062992087,Thin Flange,1,R,1.4375000000000002,1.438,-0.0004999999999997229,3.06443,TRUE,1204.32568,1057.51807,1032.09607
WinnipegMB 2017-08-02 13:58:00 L,8576,13.047288188976378,None,5,L,1.5000000000000002,1.563,-0.06299999999999972,19.11237,FALSE,1105.96301,1053.41516,1003.17523
WinnipegMB 2017-08-02 13:58:00 L,8576,13.047288188976378,None,5,L,1.5000000000000002,1.563,-0.06299999999999972,19.11237,FALSE,1105.96301,1053.41516,1003.17523
WinnipegMB 2017-08-02 13:58:00 R,8576,11.047288188976378,None,5,R,1.5000000000000002,1.438,0.06200000000000028,19.11237,FALSE,1105.96301,1053.41516,1003.17523
WinnipegMB 2017-08-02 13:58:00 R,8576,11.047288188976378,None,5,R,1.5000000000000002,1.438,0.06200000000000028,19.11237,FALSE,1105.96301,1053.41516,1003.17523
WinnipegMB 2017-08-03 16:25:00 L,8874,2.0745952755905464,None,1,L,1.9375,1.875,0.0625,4.88092,FALSE,1165.41882,1074.78699,1053.86316
WinnipegMB 2017-08-03 16:25:00 L,8874,2.0745952755905464,None,1,L,1.9375,1.875,0.0625,4.88092,FALSE,1165.41882,1074.78699,1053.86316
WinnipegMB 2017-08-03 16:25:00 R,8874,2.0745952755905464,None,1,R,1.9375,1.875,0.0625,4.88092,FALSE,1165.41882,1074.78699,1053.86316
WinnipegMB 2017-08-03 16:25:00 R,8874,2.0745952755905464,None,1,R,1.9375,1.875,0.0625,4.88092,FALSE,1165.41882,1074.78699,1053.86316
WinnipegMB 2017-09-07 11:12:00 L,9597,-0.012988976377954486,High Flange,5,L,1.6875,1.625,0.0625,1.56688,TRUE,1135.41895,1071.79114,1047.79114
WinnipegMB 2017-09-07 11:12:00 R,9597,0.9950110236220446,High Flange,5,R,1.6875,1.688,-0.0004999999999999449,1.56688,TRUE,1135.41895,1071.79114,1047.79114
WinnipegMB 2017-09-19 06:27:00 L,9657,1.0074834645669277,High Flange,1,L,1.0,0.875,0.125,4.77438,TRUE,1033.79517,1033.78711,1006.45117
WinnipegMB 2017-09-19 06:27:00 L,9657,1.0074834645669277,High Flange,1,L,1.0,0.875,0.125,4.77438,TRUE,1033.79517,1033.78711,1006.45117
WinnipegMB 2017-09-19 06:27:00 L,9657,1.0074834645669277,High Flange,1,L,1.0,0.875,0.125,4.77438,TRUE,1033.79517,1033.78711,1006.45117
WinnipegMB 2017-09-19 06:27:00 L,9657,1.0074834645669277,High Flange,1,L,1.0,0.875,0.125,4.77438,TRUE,1033.79517,1033.78711,1006.45117
WinnipegMB 2017-09-19 06:27:00 L,9657,1.0074834645669277,High Flange,1,L,1.0,0.875,0.125,4.77438,TRUE,1033.79517,1033.78711,1006.45117
WinnipegMB 2017-09-19 06:27:00 R,9657,2.015483464566927,High Flange,1,R,1.0,0.938,0.062000000000000055,4.77438,TRUE,1033.79517,1033.78711,1006.45117
WinnipegMB 2017-09-19 06:27:00 R,9657,2.015483464566927,High Flange,1,R,1.0,0.938,0.062000000000000055,4.77438,TRUE,1033.79517,1033.78711,1006.45117
WinnipegMB 2017-09-19 06:27:00 R,9657,2.015483464566927,High Flange,1,R,1.0,0.938,0.062000000000000055,4.77438,TRUE,1033.79517,1033.78711,1006.45117
WinnipegMB 2017-09-19 06:27:00 R,9657,2.015483464566927,High Flange,1,R,1.0,0.938,0.062000000000000055,4.77438,TRUE,1033.79517,1033.78711,1006.45117
WinnipegMB 2017-09-19 06:27:00 R,9657,2.015483464566927,High Flange,1,R,1.0,0.938,0.062000000000000055,4.77438,TRUE,1033.79517,1033.78711,1006.45117
WinnipegMB 2018-01-01 08:35:00 L,8548,4.99059527559055,High Flange,5,L,1.0,1.063,-0.06299999999999994,6.32237,TRUE,1099.40295,1027.37915,1003.35522
WinnipegMB 2018-01-01 08:35:00 R,8548,2.9905952755905503,High Flange,5,R,1.0,0.938,0.062000000000000055,6.32237,TRUE,1099.40295,1027.37915,1003.35522
WinnipegMB 2018-01-15 18:57:00 L,8785,-8.981146456692915,None,1,L,2.0625000000000004,1.0,1.0625000000000004,12.72993,FALSE,1193.07483,1073.32703,1044.51514
WinnipegMB 2018-01-15 18:57:00 R,8785,-7.973146456692916,None,1,R,2.0625000000000004,1.063,0.9995000000000005,12.72993,FALSE,1193.07483,1073.32703,1044.51514
WinnipegMB 2018-02-26 11:07:00 L,8504,1.0126488188976364,High Flange,2,L,0.7500000000000001,0.688,0.062000000000000166,3.18238,TRUE,1101.46692,1029.59119,996.93518
WinnipegMB 2018-02-26 11:07:00 R,8504,6.004648818897637,High Flange,2,R,0.7500000000000001,1.0,-0.2499999999999999,3.18238,TRUE,1101.46692,1029.59119,996.93518
WinnipegMB 2018-02-26 13:56:00 L,8504,2.001518110236221,High Flange,4,L,0.8750000000000001,0.875,1.1102230246251565e-16,3.17741,TRUE,1173.81091,1031.86316,1003.29517
WinnipegMB 2018-02-26 13:56:00 L,8504,2.001518110236221,High Flange,4,L,0.8750000000000001,0.875,1.1102230246251565e-16,3.17741,TRUE,1173.81091,1031.86316,1003.29517
WinnipegMB 2018-02-26 13:56:00 L,8504,2.001518110236221,High Flange,4,L,0.8750000000000001,0.875,1.1102230246251565e-16,3.17741,TRUE,1173.81091,1031.86316,1003.29517
WinnipegMB 2018-02-26 13:56:00 R,8504,1.00951811023622,High Flange,4,R,0.8125,0.813,-0.0004999999999999449,1.58991,TRUE,1173.81091,1031.86316,1003.29517
WinnipegMB 2018-02-26 13:56:00 R,8504,1.00951811023622,High Flange,4,R,0.8125,0.813,-0.0004999999999999449,1.58991,TRUE,1173.81091,1031.86316,1003.29517
WinnipegMB 2018-02-26 13:56:00 R,8504,1.00951811023622,High Flange,4,R,0.8125,0.813,-0.0004999999999999449,1.58991,TRUE,1173.81091,1031.86316,1003.29517
